"item_id","order_id","order_details_id","item_name","category","price","order_date","parsed_order_time_24hr"
"113","481","1103","Edamame","Asian","5.00","1/8/23","17:41:37"
"113","491","1125","Edamame","Asian","5.00","1/8/23","19:01:12"
"113","503","1151","Edamame","Asian","5.00","1/9/23","11:16:21"
"113","505","1154","Edamame","Asian","5.00","1/9/23","11:55:10"
"113","508","1160","Edamame","Asian","5.00","1/9/23","12:13:32"
"113","513","1170","Edamame","Asian","5.00","1/9/23","12:22:48"
"113","525","1198","Edamame","Asian","5.00","1/9/23","15:08:46"
"113","545","1236","Edamame","Asian","5.00","1/9/23","18:46:28"
"113","545","1237","Edamame","Asian","5.00","1/9/23","18:46:28"
"113","564","1272","Edamame","Asian","5.00","1/9/23","22:32:32"
"113","567","1279","Edamame","Asian","5.00","1/10/23","12:27:47"
"113","575","1299","Edamame","Asian","5.00","1/10/23","13:41:04"
"113","578","1308","Edamame","Asian","5.00","1/10/23","13:48:49"
"113","605","1359","Edamame","Asian","5.00","1/10/23","19:23:51"
"113","606","1361","Edamame","Asian","5.00","1/10/23","19:27:18"
"113","608","1366","Edamame","Asian","5.00","1/10/23","19:36:33"
"113","610","1371","Edamame","Asian","5.00","1/10/23","19:51:02"
"113","631","1420","Edamame","Asian","5.00","1/11/23","11:44:36"
"113","633","1423","Edamame","Asian","5.00","1/11/23","11:51:45"
"113","634","1425","Edamame","Asian","5.00","1/11/23","12:14:15"
"113","635","1430","Edamame","Asian","5.00","1/11/23","12:18:31"
"113","635","1431","Edamame","Asian","5.00","1/11/23","12:18:31"
"113","641","1444","Edamame","Asian","5.00","1/11/23","13:37:46"
"113","648","1461","Edamame","Asian","5.00","1/11/23","14:17:17"
"113","649","1463","Edamame","Asian","5.00","1/11/23","14:29:23"
"113","650","1466","Edamame","Asian","5.00","1/11/23","14:34:05"
"113","651","1469","Edamame","Asian","5.00","1/11/23","14:49:35"
"113","664","1496","Edamame","Asian","5.00","1/11/23","17:35:14"
"113","667","1501","Edamame","Asian","5.00","1/11/23","18:13:08"
"113","690","1545","Edamame","Asian","5.00","1/12/23","12:42:10"
"113","694","1555","Edamame","Asian","5.00","1/12/23","13:30:47"
"113","699","1564","Edamame","Asian","5.00","1/12/23","14:27:03"
"113","715","1602","Edamame","Asian","5.00","1/12/23","17:05:33"
"113","723","1621","Edamame","Asian","5.00","1/12/23","18:21:04"
"113","733","1643","Edamame","Asian","5.00","1/12/23","19:57:36"
"113","734","1645","Edamame","Asian","5.00","1/12/23","20:00:30"
"113","749","1685","Edamame","Asian","5.00","1/13/23","14:29:23"
"113","757","1705","Edamame","Asian","5.00","1/13/23","16:10:34"
"113","791","1777","Edamame","Asian","5.00","1/14/23","12:23:54"
"113","817","1840","Edamame","Asian","5.00","1/14/23","17:10:38"
"113","826","1863","Edamame","Asian","5.00","1/14/23","18:06:14"
"113","830","1874","Edamame","Asian","5.00","1/14/23","18:38:17"
"113","834","1883","Edamame","Asian","5.00","1/14/23","19:25:16"
"113","835","1888","Edamame","Asian","5.00","1/14/23","19:56:01"
"113","847","1912","Edamame","Asian","5.00","1/15/23","11:37:03"
"113","853","1923","Edamame","Asian","5.00","1/15/23","12:36:39"
"113","854","1924","Edamame","Asian","5.00","1/15/23","12:51:19"
"113","873","1965","Edamame","Asian","5.00","1/15/23","15:06:15"
"113","880","1977","Edamame","Asian","5.00","1/15/23","16:19:26"
"113","880","1978","Edamame","Asian","5.00","1/15/23","16:19:26"
"113","887","1996","Edamame","Asian","5.00","1/15/23","17:13:58"
"113","895","2009","Edamame","Asian","5.00","1/15/23","18:18:11"
"113","900","2018","Edamame","Asian","5.00","1/15/23","19:09:51"
"113","900","2019","Edamame","Asian","5.00","1/15/23","19:09:51"
"113","908","2033","Edamame","Asian","5.00","1/15/23","21:42:32"
"113","915","2050","Edamame","Asian","5.00","1/16/23","12:20:22"
"113","915","2051","Edamame","Asian","5.00","1/16/23","12:20:22"
"113","916","2056","Edamame","Asian","5.00","1/16/23","12:30:09"
"113","922","2066","Edamame","Asian","5.00","1/16/23","13:19:43"
"113","924","2070","Edamame","Asian","5.00","1/16/23","13:27:57"
"113","926","2074","Edamame","Asian","5.00","1/16/23","13:51:38"
"113","946","2124","Edamame","Asian","5.00","1/16/23","18:00:48"
"113","947","2128","Edamame","Asian","5.00","1/16/23","18:13:15"
"113","948","2131","Edamame","Asian","5.00","1/16/23","18:42:17"
"113","958","2155","Edamame","Asian","5.00","1/16/23","19:33:33"
"113","972","2184","Edamame","Asian","5.00","1/16/23","22:03:09"
"113","972","2185","Edamame","Asian","5.00","1/16/23","22:03:09"
"113","976","2190","Edamame","Asian","5.00","1/17/23","11:53:19"
"113","982","2214","Edamame","Asian","5.00","1/17/23","14:12:58"
"113","990","2227","Edamame","Asian","5.00","1/17/23","15:30:10"
"113","1001","2247","Edamame","Asian","5.00","1/17/23","17:28:05"
"113","1003","2253","Edamame","Asian","5.00","1/17/23","17:31:16"
"113","1014","2273","Edamame","Asian","5.00","1/17/23","19:38:17"
"113","1020","2289","Edamame","Asian","5.00","1/17/23","21:04:20"
"113","1021","2294","Edamame","Asian","5.00","1/17/23","21:11:31"
"113","1025","2299","Edamame","Asian","5.00","1/17/23","21:49:00"
"113","1030","2308","Edamame","Asian","5.00","1/17/23","22:13:59"
"113","1034","2320","Edamame","Asian","5.00","1/18/23","12:07:59"
"113","1038","2337","Edamame","Asian","5.00","1/18/23","13:14:59"
"113","1043","2344","Edamame","Asian","5.00","1/18/23","14:07:36"
"113","1047","2356","Edamame","Asian","5.00","1/18/23","14:50:37"
"113","1053","2364","Edamame","Asian","5.00","1/18/23","15:43:17"
"113","1054","2367","Edamame","Asian","5.00","1/18/23","15:56:04"
"113","1057","2373","Edamame","Asian","5.00","1/18/23","16:18:37"
"113","1059","2377","Edamame","Asian","5.00","1/18/23","16:30:14"
"113","1070","2406","Edamame","Asian","5.00","1/18/23","18:21:27"
"113","1076","2419","Edamame","Asian","5.00","1/18/23","19:36:15"
"113","1079","2424","Edamame","Asian","5.00","1/18/23","20:45:11"
"113","1088","2444","Edamame","Asian","5.00","1/19/23","12:00:52"
"113","1091","2457","Edamame","Asian","5.00","1/19/23","12:20:28"
"113","1093","2464","Edamame","Asian","5.00","1/19/23","12:33:24"
"113","1109","2506","Edamame","Asian","5.00","1/19/23","16:20:22"
"113","1131","2554","Edamame","Asian","5.00","1/19/23","19:06:42"
"113","1132","2558","Edamame","Asian","5.00","1/19/23","19:51:37"
"113","1135","2564","Edamame","Asian","5.00","1/19/23","21:15:41"
"113","1140","2578","Edamame","Asian","5.00","1/20/23","11:31:16"
"113","1154","2623","Edamame","Asian","5.00","1/20/23","12:59:38"
"113","1169","2649","Edamame","Asian","5.00","1/20/23","16:08:25"
"113","1177","2667","Edamame","Asian","5.00","1/20/23","17:27:29"
"113","1183","2678","Edamame","Asian","5.00","1/20/23","18:51:30"
"113","1212","2734","Edamame","Asian","5.00","1/21/23","13:42:25"
"113","1213","2735","Edamame","Asian","5.00","1/21/23","13:58:53"
"113","1218","2751","Edamame","Asian","5.00","1/21/23","14:27:30"
"113","1221","2761","Edamame","Asian","5.00","1/21/23","15:23:36"
"113","1225","2767","Edamame","Asian","5.00","1/21/23","15:59:07"
"113","1232","2783","Edamame","Asian","5.00","1/21/23","16:50:36"
"113","1244","2819","Edamame","Asian","5.00","1/21/23","19:24:32"
"113","1250","2832","Edamame","Asian","5.00","1/21/23","21:09:08"
"113","1261","2852","Edamame","Asian","5.00","1/22/23","12:32:00"
"113","1282","2909","Edamame","Asian","5.00","1/22/23","15:16:54"
"113","1285","2916","Edamame","Asian","5.00","1/22/23","16:18:42"
"113","1286","2919","Edamame","Asian","5.00","1/22/23","16:29:13"
"113","1291","2929","Edamame","Asian","5.00","1/22/23","17:20:13"
"113","1299","2950","Edamame","Asian","5.00","1/22/23","17:56:07"
"113","1300","2952","Edamame","Asian","5.00","1/22/23","18:28:51"
"113","1304","2964","Edamame","Asian","5.00","1/22/23","19:02:50"
"113","1313","2976","Edamame","Asian","5.00","1/22/23","20:24:29"
"113","1319","2986","Edamame","Asian","5.00","1/22/23","22:24:05"
"113","1336","3026","Edamame","Asian","5.00","1/23/23","13:14:10"
"113","1350","3057","Edamame","Asian","5.00","1/23/23","16:05:24"
"113","1352","3061","Edamame","Asian","5.00","1/23/23","16:12:21"
"113","1355","3067","Edamame","Asian","5.00","1/23/23","16:30:25"
"113","1361","3075","Edamame","Asian","5.00","1/23/23","17:46:31"
"113","1366","3087","Edamame","Asian","5.00","1/23/23","18:07:49"
"113","1373","3102","Edamame","Asian","5.00","1/23/23","19:00:30"
"113","1380","3120","Edamame","Asian","5.00","1/23/23","19:51:21"
"113","1382","3127","Edamame","Asian","5.00","1/23/23","20:11:35"
"113","1411","3182","Edamame","Asian","5.00","1/24/23","16:36:53"
"113","1443","3259","Edamame","Asian","5.00","1/24/23","20:23:34"
"113","1450","3275","Edamame","Asian","5.00","1/24/23","21:23:08"
"113","1466","3317","Edamame","Asian","5.00","1/25/23","14:48:05"
"113","1475","3337","Edamame","Asian","5.00","1/25/23","16:59:21"
"113","1478","3343","Edamame","Asian","5.00","1/25/23","17:26:23"
"113","1489","3365","Edamame","Asian","5.00","1/25/23","20:01:54"
"113","1492","3374","Edamame","Asian","5.00","1/25/23","20:46:56"
"113","1501","3394","Edamame","Asian","5.00","1/26/23","12:03:55"
"113","1504","3404","Edamame","Asian","5.00","1/26/23","12:44:38"
"113","1504","3405","Edamame","Asian","5.00","1/26/23","12:44:38"
"113","1513","3424","Edamame","Asian","5.00","1/26/23","13:46:01"
"113","1513","3425","Edamame","Asian","5.00","1/26/23","13:46:01"
"113","1516","3429","Edamame","Asian","5.00","1/26/23","13:54:36"
"113","1532","3455","Edamame","Asian","5.00","1/26/23","16:04:46"
"113","1536","3466","Edamame","Asian","5.00","1/26/23","16:52:11"
"113","1564","3517","Edamame","Asian","5.00","1/27/23","13:05:50"
"113","1569","3535","Edamame","Asian","5.00","1/27/23","13:38:50"
"113","1569","3536","Edamame","Asian","5.00","1/27/23","13:38:50"
"113","1578","3558","Edamame","Asian","5.00","1/27/23","16:07:40"
"113","1587","3579","Edamame","Asian","5.00","1/27/23","17:26:55"
"113","1590","3587","Edamame","Asian","5.00","1/27/23","17:56:16"
"113","1606","3620","Edamame","Asian","5.00","1/27/23","20:07:37"
"113","1611","3630","Edamame","Asian","5.00","1/27/23","21:03:04"
"113","1616","3641","Edamame","Asian","5.00","1/27/23","22:22:25"
"113","1618","3647","Edamame","Asian","5.00","1/28/23","11:28:33"
"113","1630","3669","Edamame","Asian","5.00","1/28/23","12:19:50"
"113","1633","3675","Edamame","Asian","5.00","1/28/23","12:45:52"
"113","1641","3698","Edamame","Asian","5.00","1/28/23","14:21:48"
"113","1668","3760","Edamame","Asian","5.00","1/28/23","22:28:44"
"113","1675","3772","Edamame","Asian","5.00","1/29/23","12:26:53"
"113","1678","3777","Edamame","Asian","5.00","1/29/23","13:06:51"
"113","1682","3783","Edamame","Asian","5.00","1/29/23","13:27:10"
"113","1684","3787","Edamame","Asian","5.00","1/29/23","13:33:16"
"113","1688","3810","Edamame","Asian","5.00","1/29/23","13:42:20"
"113","1707","3840","Edamame","Asian","5.00","1/29/23","18:45:58"
"113","1715","3855","Edamame","Asian","5.00","1/29/23","19:36:45"
"113","1716","3858","Edamame","Asian","5.00","1/29/23","20:05:12"
"113","1727","3876","Edamame","Asian","5.00","1/30/23","11:25:25"
"113","1736","3903","Edamame","Asian","5.00","1/30/23","13:34:18"
"113","1747","3925","Edamame","Asian","5.00","1/30/23","15:17:51"
"113","1787","4002","Edamame","Asian","5.00","1/30/23","21:25:54"
"113","1806","4061","Edamame","Asian","5.00","1/31/23","16:02:17"
"113","1819","4092","Edamame","Asian","5.00","1/31/23","18:06:26"
"113","1828","4114","Edamame","Asian","5.00","1/31/23","19:12:25"
"113","1842","4148","Edamame","Asian","5.00","1/31/23","21:07:17"
"113","1843","4150","Edamame","Asian","5.00","1/31/23","21:28:07"
"113","1851","4171","Edamame","Asian","5.00","2/1/23","11:49:01"
"113","1869","4211","Edamame","Asian","5.00","2/1/23","14:37:38"
"113","1875","4223","Edamame","Asian","5.00","2/1/23","15:52:26"
"113","1881","4238","Edamame","Asian","5.00","2/1/23","16:16:16"
"113","1887","4254","Edamame","Asian","5.00","2/1/23","16:48:06"
"113","1904","4292","Edamame","Asian","5.00","2/1/23","18:13:17"
"113","1914","4305","Edamame","Asian","5.00","2/1/23","19:24:03"
"113","1915","4306","Edamame","Asian","5.00","2/1/23","19:24:26"
"113","1925","4329","Edamame","Asian","5.00","2/1/23","20:43:56"
"113","1926","4331","Edamame","Asian","5.00","2/1/23","21:12:29"
"113","1938","4355","Edamame","Asian","5.00","2/2/23","11:46:18"
"113","1939","4356","Edamame","Asian","5.00","2/2/23","12:29:44"
"113","1941","4358","Edamame","Asian","5.00","2/2/23","12:33:21"
"113","1951","4381","Edamame","Asian","5.00","2/2/23","13:39:08"
"113","1957","4396","Edamame","Asian","5.00","2/2/23","14:50:01"
"113","1960","4406","Edamame","Asian","5.00","2/2/23","15:15:16"
"113","1972","4437","Edamame","Asian","5.00","2/2/23","17:35:29"
"113","1975","4444","Edamame","Asian","5.00","2/2/23","18:07:34"
"113","1978","4449","Edamame","Asian","5.00","2/2/23","19:03:28"
"113","1982","4456","Edamame","Asian","5.00","2/2/23","19:36:26"
"113","2000","4508","Edamame","Asian","5.00","2/3/23","12:14:27"
"113","2010","4538","Edamame","Asian","5.00","2/3/23","13:00:41"
"113","2018","4557","Edamame","Asian","5.00","2/3/23","14:06:04"
"113","2021","4565","Edamame","Asian","5.00","2/3/23","14:25:13"
"113","2031","4584","Edamame","Asian","5.00","2/3/23","16:51:05"
"113","2034","4592","Edamame","Asian","5.00","2/3/23","17:15:18"
"113","2047","4611","Edamame","Asian","5.00","2/3/23","18:47:08"
"113","2053","4631","Edamame","Asian","5.00","2/3/23","20:42:43"
"113","2058","4641","Edamame","Asian","5.00","2/4/23","11:19:17"
"113","2069","4664","Edamame","Asian","5.00","2/4/23","12:58:32"
"113","2081","4705","Edamame","Asian","5.00","2/4/23","15:14:39"
"113","2093","4725","Edamame","Asian","5.00","2/4/23","17:33:29"
"113","2099","4739","Edamame","Asian","5.00","2/4/23","18:44:17"
"113","2109","4765","Edamame","Asian","5.00","2/4/23","21:13:14"
"113","2111","4771","Edamame","Asian","5.00","2/4/23","21:28:44"
"113","2115","4778","Edamame","Asian","5.00","2/5/23","11:15:19"
"113","2126","4805","Edamame","Asian","5.00","2/5/23","13:31:29"
"113","2134","4825","Edamame","Asian","5.00","2/5/23","14:36:32"
"113","2143","4846","Edamame","Asian","5.00","2/5/23","17:44:52"
"113","2147","4854","Edamame","Asian","5.00","2/5/23","18:11:25"
"113","2147","4855","Edamame","Asian","5.00","2/5/23","18:11:25"
"113","2158","4877","Edamame","Asian","5.00","2/5/23","19:49:47"
"113","2160","4882","Edamame","Asian","5.00","2/5/23","20:01:50"
"113","2177","4911","Edamame","Asian","5.00","2/6/23","11:25:48"
"113","2179","4913","Edamame","Asian","5.00","2/6/23","11:54:09"
"113","2188","4950","Edamame","Asian","5.00","2/6/23","13:13:33"
"113","2212","5002","Edamame","Asian","5.00","2/6/23","17:52:48"
"113","2226","5030","Edamame","Asian","5.00","2/6/23","19:29:57"
"113","2256","5097","Edamame","Asian","5.00","2/7/23","15:22:04"
"113","2280","5149","Edamame","Asian","5.00","2/7/23","19:14:00"
"113","2292","5174","Edamame","Asian","5.00","2/7/23","20:57:53"
"113","2306","5202","Edamame","Asian","5.00","2/8/23","12:45:27"
"113","2306","5203","Edamame","Asian","5.00","2/8/23","12:45:27"
"113","2310","5218","Edamame","Asian","5.00","2/8/23","13:38:04"
"113","2315","5230","Edamame","Asian","5.00","2/8/23","14:33:52"
"113","2322","5244","Edamame","Asian","5.00","2/8/23","15:46:13"
"113","2330","5259","Edamame","Asian","5.00","2/8/23","17:19:54"
"113","2347","5299","Edamame","Asian","5.00","2/8/23","20:28:32"
"113","2361","5325","Edamame","Asian","5.00","2/9/23","12:23:58"
"113","2369","5353","Edamame","Asian","5.00","2/9/23","14:00:19"
"113","2374","5372","Edamame","Asian","5.00","2/9/23","14:35:54"
"113","2381","5390","Edamame","Asian","5.00","2/9/23","16:49:40"
"113","2393","5414","Edamame","Asian","5.00","2/9/23","18:06:54"
"113","2406","5447","Edamame","Asian","5.00","2/9/23","21:08:21"
"113","2409","5452","Edamame","Asian","5.00","2/10/23","11:28:16"
"113","2422","5476","Edamame","Asian","5.00","2/10/23","12:58:32"
"113","2440","5519","Edamame","Asian","5.00","2/10/23","16:43:55"
"113","2444","5526","Edamame","Asian","5.00","2/10/23","17:02:57"
"113","2451","5539","Edamame","Asian","5.00","2/10/23","17:58:53"
"113","2456","5554","Edamame","Asian","5.00","2/10/23","19:19:00"
"113","2458","5557","Edamame","Asian","5.00","2/10/23","20:09:17"
"113","2470","5576","Edamame","Asian","5.00","2/11/23","11:46:05"
"113","2478","5593","Edamame","Asian","5.00","2/11/23","12:27:39"
"113","2480","5600","Edamame","Asian","5.00","2/11/23","12:42:27"
"113","2483","5604","Edamame","Asian","5.00","2/11/23","12:56:55"
"113","2485","5609","Edamame","Asian","5.00","2/11/23","13:22:08"
"113","2497","5638","Edamame","Asian","5.00","2/11/23","15:12:46"
"113","2504","5648","Edamame","Asian","5.00","2/11/23","17:12:25"
"113","2506","5655","Edamame","Asian","5.00","2/11/23","17:44:46"
"113","2511","5666","Edamame","Asian","5.00","2/11/23","18:00:12"
"113","2519","5685","Edamame","Asian","5.00","2/11/23","19:04:08"
"113","2521","5688","Edamame","Asian","5.00","2/11/23","19:11:58"
"113","2528","5709","Edamame","Asian","5.00","2/11/23","19:54:40"
"113","2529","5712","Edamame","Asian","5.00","2/11/23","20:06:11"
"113","2544","5739","Edamame","Asian","5.00","2/12/23","12:03:27"
"113","2547","5752","Edamame","Asian","5.00","2/12/23","12:45:49"
"113","2562","5782","Edamame","Asian","5.00","2/12/23","14:30:22"
"113","2576","5811","Edamame","Asian","5.00","2/12/23","16:58:29"
"113","2583","5826","Edamame","Asian","5.00","2/12/23","18:14:11"
"113","2585","5830","Edamame","Asian","5.00","2/12/23","18:27:56"
"113","2593","5847","Edamame","Asian","5.00","2/12/23","22:02:05"
"113","2602","5870","Edamame","Asian","5.00","2/13/23","12:10:01"
"113","2604","5876","Edamame","Asian","5.00","2/13/23","12:33:36"
"113","2610","5886","Edamame","Asian","5.00","2/13/23","13:17:50"
"113","2627","5928","Edamame","Asian","5.00","2/13/23","16:50:09"
"113","2628","5932","Edamame","Asian","5.00","2/13/23","16:57:02"
"113","2631","5940","Edamame","Asian","5.00","2/13/23","17:19:26"
"113","2633","5944","Edamame","Asian","5.00","2/13/23","17:37:46"
"113","2633","5945","Edamame","Asian","5.00","2/13/23","17:37:46"
"113","2634","5949","Edamame","Asian","5.00","2/13/23","18:01:27"
"113","2635","5950","Edamame","Asian","5.00","2/13/23","18:09:55"
"113","2650","5984","Edamame","Asian","5.00","2/13/23","20:55:07"
"113","2683","6052","Edamame","Asian","5.00","2/14/23","16:56:35"
"113","2711","6120","Edamame","Asian","5.00","2/14/23","20:00:33"
"113","2722","6148","Edamame","Asian","5.00","2/14/23","22:52:37"
"113","2723","6149","Edamame","Asian","5.00","2/15/23","11:35:24"
"113","2741","6194","Edamame","Asian","5.00","2/15/23","16:39:02"
"113","2741","6195","Edamame","Asian","5.00","2/15/23","16:39:02"
"113","2745","6201","Edamame","Asian","5.00","2/15/23","17:07:31"
"113","2752","6217","Edamame","Asian","5.00","2/15/23","17:29:20"
"113","2759","6234","Edamame","Asian","5.00","2/15/23","18:04:36"
"113","2772","6263","Edamame","Asian","5.00","2/15/23","21:02:21"
"113","2781","6285","Edamame","Asian","5.00","2/16/23","11:47:04"
"113","2781","6286","Edamame","Asian","5.00","2/16/23","11:47:04"
"113","2787","6308","Edamame","Asian","5.00","2/16/23","12:23:23"
"113","2801","6336","Edamame","Asian","5.00","2/16/23","15:58:06"
"113","2806","6347","Edamame","Asian","5.00","2/16/23","17:12:37"
"113","2822","6382","Edamame","Asian","5.00","2/16/23","19:37:08"
"113","2827","6395","Edamame","Asian","5.00","2/17/23","11:24:02"
"113","2851","6444","Edamame","Asian","5.00","2/17/23","14:23:26"
"113","2852","6451","Edamame","Asian","5.00","2/17/23","14:30:43"
"113","2871","6485","Edamame","Asian","5.00","2/17/23","18:39:26"
"113","2874","6490","Edamame","Asian","5.00","2/17/23","19:03:32"
"113","2878","6500","Edamame","Asian","5.00","2/17/23","20:02:56"
"113","2902","6559","Edamame","Asian","5.00","2/18/23","13:04:25"
"113","2905","6567","Edamame","Asian","5.00","2/18/23","13:32:59"
"113","2910","6582","Edamame","Asian","5.00","2/18/23","14:32:22"
"113","2916","6594","Edamame","Asian","5.00","2/18/23","16:50:00"
"113","2942","6663","Edamame","Asian","5.00","2/18/23","20:34:26"
"113","2943","6667","Edamame","Asian","5.00","2/18/23","20:41:00"
"113","2958","6704","Edamame","Asian","5.00","2/19/23","12:56:06"
"113","2963","6724","Edamame","Asian","5.00","2/19/23","13:22:56"
"113","2976","6746","Edamame","Asian","5.00","2/19/23","15:29:10"
"113","2977","6748","Edamame","Asian","5.00","2/19/23","15:33:26"
"113","2979","6752","Edamame","Asian","5.00","2/19/23","16:43:03"
"113","3006","6809","Edamame","Asian","5.00","2/20/23","12:01:32"
"113","3012","6821","Edamame","Asian","5.00","2/20/23","12:32:03"
"113","3016","6830","Edamame","Asian","5.00","2/20/23","13:07:02"
"113","3029","6860","Edamame","Asian","5.00","2/20/23","13:55:24"
"113","3038","6885","Edamame","Asian","5.00","2/20/23","15:46:43"
"113","3041","6892","Edamame","Asian","5.00","2/20/23","16:25:39"
"113","3045","6902","Edamame","Asian","5.00","2/20/23","17:27:46"
"113","3048","6908","Edamame","Asian","5.00","2/20/23","17:45:15"
"113","3051","6915","Edamame","Asian","5.00","2/20/23","17:57:09"
"113","3060","6935","Edamame","Asian","5.00","2/20/23","19:36:58"
"113","3069","6954","Edamame","Asian","5.00","2/20/23","20:47:39"
"113","3070","6955","Edamame","Asian","5.00","2/20/23","21:02:16"
"113","3071","6958","Edamame","Asian","5.00","2/20/23","21:14:34"
"113","3080","6978","Edamame","Asian","5.00","2/21/23","12:23:18"
"113","3117","7066","Edamame","Asian","5.00","2/21/23","18:47:53"
"113","3120","7071","Edamame","Asian","5.00","2/21/23","19:21:02"
"113","3124","7078","Edamame","Asian","5.00","2/21/23","19:59:20"
"113","3136","7103","Edamame","Asian","5.00","2/22/23","12:39:19"
"113","3138","7116","Edamame","Asian","5.00","2/22/23","13:02:28"
"113","3145","7134","Edamame","Asian","5.00","2/22/23","15:41:07"
"113","3177","7204","Edamame","Asian","5.00","2/23/23","12:23:43"
"113","3187","7227","Edamame","Asian","5.00","2/23/23","13:27:18"
"113","3187","7228","Edamame","Asian","5.00","2/23/23","13:27:18"
"113","3189","7239","Edamame","Asian","5.00","2/23/23","13:59:04"
"113","3206","7278","Edamame","Asian","5.00","2/23/23","17:31:54"
"113","3215","7295","Edamame","Asian","5.00","2/23/23","18:48:26"
"113","3226","7319","Edamame","Asian","5.00","2/24/23","11:56:22"
"113","3234","7344","Edamame","Asian","5.00","2/24/23","12:34:37"
"113","3256","7390","Edamame","Asian","5.00","2/24/23","17:31:07"
"113","3256","7391","Edamame","Asian","5.00","2/24/23","17:31:07"
"113","3261","7402","Edamame","Asian","5.00","2/24/23","17:50:57"
"113","3265","7412","Edamame","Asian","5.00","2/24/23","18:39:12"
"113","3267","7416","Edamame","Asian","5.00","2/24/23","18:42:17"
